created_at,id,tweet_url,retweet_count,favorite_count,text,rating_numerator,rating_denominator,name,jpg_url,dog_type,dog_stage
04/2016,718971898235854848,https://twitter.com/dog_rates/status/718971898235854848/photo/1,1231,3818,this is sadie. she is prepared for battle. 10/10 https://t.co/jrckdkzvrt,10.0,10,Sadie,https://pbs.twimg.com/media/CfpNGTHUIAAA8XC.jpg,golden_retriever,
04/2016,718939241951195136,https://twitter.com/dog_rates/status/718939241951195136/photo/1,1973,5720,this is otis. everybody look at otis. 12/10 would probably faint while petting https://t.co/i9qoe1ueih,12.0,10,Otis,https://pbs.twimg.com/media/CfovbK4WIAAkTn3.jpg,Pembroke,
04/2016,718631497683582976,https://twitter.com/dog_rates/status/718631497683582976/photo/1,9126,20697,we normally don't rate marshmallows but this one appears to be flawlessly toasted so i'll make an exception. 10/10 https://t.co/d9jbbmpmos,10.0,10,,https://pbs.twimg.com/media/CfkXiX6W4AAmICF.jpg,Pomeranian,
04/2016,718613305783398402,https://twitter.com/dog_rates/status/718613305783398402/photo/1,542,2669,this is carper. he's a tortellini angiosperm. in desperate need of a petting. 11/10 would hug softly https://t.co/lk9ydkrzpj,11.0,10,Carper,https://pbs.twimg.com/media/CfkG_PMWsAAH0MZ.jpg,Labrador_retriever,
04/2016,718540630683709445,https://twitter.com/dog_rates/status/718540630683709445/photo/1,1137,2730,get you a pup that can do both. 10/10 https://t.co/zsbyvm62xz,10.0,10,,https://pbs.twimg.com/media/CfjE5FRXEAErFWR.jpg,Maltese_dog,
04/2016,718460005985447936,https://twitter.com/dog_rates/status/718460005985447936/photo/1,602,2846,meet bowie. he's listening for underground squirrels. smart af. left eye is considerably magical. 9/10 would so pet https://t.co/jynmyjy3fe,9.0,10,Bowie,https://pbs.twimg.com/media/Cfh7j6CWQAAndTd.jpg,Boston_bull,
04/2016,718246886998687744,https://twitter.com/dog_rates/status/718246886998687744/photo/1,565,2115,this is alexanderson. he's got a weird ass birth mark. dreadful at fetch. won't eat kibble. 3/10 wtf @target https://t.co/fmxopf2sgl,3.0,10,Alexanderson,https://pbs.twimg.com/media/Cfe5tLWXEAIaoFO.jpg,Chihuahua,
04/2016,718234618122661888,https://twitter.com/dog_rates/status/718234618122661888/photo/1,1127,4217,this is suki. she was born with a blurry tail (unfortunate). next level tongue tho. 11/10 nifty hardwood https://t.co/05s8oyztgb,11.0,10,Suki,https://pbs.twimg.com/media/CfeukpmW4AEGjOE.jpg,malamute,
04/2016,717841801130979328,https://twitter.com/dog_rates/status/717841801130979328/photo/1,670,2660,this is barclay. his father was a banana. 11/10 appeeling af https://t.co/ucoefr2rjv,11.0,10,Barclay,https://pbs.twimg.com/media/CfZJTphWAAAl5Ys.jpg,Brittany_spaniel,
04/2016,717537687239008257,https://twitter.com/dog_rates/status/717537687239008257/photo/1,2069,6281,people please. this is a deadly mediterranean plop t-rex. we only rate dogs. only send in dogs. thanks you... 11/10 https://t.co/2atdsghd4n,11.0,10,,https://pbs.twimg.com/media/CfU0t75W4AAUo9V.jpg,golden_retriever,
04/2016,717421804990701568,https://twitter.com/dog_rates/status/717421804990701568/photo/1,945,3446,this is ebby. she's a zimbabwean feta. embarrassed by ridiculously squishy face. 9/10 would squeeze softly https://t.co/lbjqxmgahi,9.0,10,Ebby,https://pbs.twimg.com/media/CfTLUYWXEAEkyES.jpg,miniature_pinscher,
04/2016,717047459982213120,https://twitter.com/dog_rates/status/717047459982213120/photo/1,2135,6826,this is flávio (pronounced baxter). he's a benesnoop cumberdog. super rare. symmetrical. 12/10 would pet so well https://t.co/fgglefibpq,12.0,10,Flávio,https://pbs.twimg.com/media/CfN23ArXEAEkZkz.jpg,golden_retriever,
04/2016,717009362452090881,https://twitter.com/dog_rates/status/717009362452090881/photo/1,1102,3583,this is smokey. he's having some sort of existential crisis. 10/10 hang in there pupper https://t.co/jmgf4dmpw0,10.0,10,Smokey,https://pbs.twimg.com/media/CfNUNetW8AAekHx.jpg,Siberian_husky,pupper
04/2016,716802964044845056,https://twitter.com/dog_rates/status/716802964044845056/photo/1,1317,4627,this is link. he struggles with couches. 10/10 would assist https://t.co/sbx4e6yg3o,10.0,10,Link,https://pbs.twimg.com/media/CfKYfeBXIAAopp2.jpg,malinois,
04/2016,716791146589110272,https://twitter.com/dog_rates/status/716791146589110272/photo/1,1474,5204,meet jennifur. she's supposed to be navigating. not even buckled up. insubordinate &amp; churlish. 11/10 would still pet https://t.co/h0trcjohyo,11.0,10,Jennifur,https://pbs.twimg.com/media/CfKNvU8WsAAvI9Z.jpg,Pomeranian,
04/2016,716439118184652801,https://twitter.com/dog_rates/status/716439118184652801/photo/1,247,2574,this is bluebert. he just saw that both #finalfur match ups are split 50/50. amazed af. 11/10 https://t.co/kky1dpg4iq,11.0,10,Bluebert,https://pbs.twimg.com/media/CfFNk7cWAAA-hND.jpg,Siberian_husky,
04/2016,716285507865542656,https://twitter.com/dog_rates/status/716285507865542656/photo/1,1225,3041,this is stephanus. she stays woke. 12/10 https://t.co/wiwabmngqz,12.0,10,Stephanus,https://pbs.twimg.com/media/CfDB3aJXEAAEZNv.jpg,Yorkshire_terrier,
04/2016,716080869887381504,https://twitter.com/dog_rates/status/716080869887381504/photo/1,1935,5272,here's a super majestic doggo and a sunset 11/10 https://t.co/uacnoyi8zu,11.0,10,,https://pbs.twimg.com/media/CfAHv83UMAIEQYx.jpg,golden_retriever,doggo
04/2016,715928423106027520,https://twitter.com/dog_rates/status/715928423106027520/photo/1,987,3485,this is bubbles. he's a yorkshire piccolope. 11/10 would snug aggressively https://t.co/3bhmojonxq,11.0,10,Bubbles,https://pbs.twimg.com/media/Ce99GhLW8AAHG38.jpg,pug,
04/2016,715733265223708672,https://twitter.com/dog_rates/status/715733265223708672/photo/1,1920,5093,this is a taco. we only rate dogs. please only send in dogs. dogs are what we rate. not tacos. thank you... 10/10 https://t.co/cxl6xgy8b9,10.0,10,,https://pbs.twimg.com/media/Ce7LlUeUUAEQkQl.jpg,Dandie_Dinmont,
04/2016,715696743237730304,https://twitter.com/dog_rates/status/715696743237730304/photo/1,1454,4257,meet toby. he's a lithuanian high-steppin stickeroo. one of the more accomplished stickeroos around. 10/10 so nifty https://t.co/cyphujytjc,10.0,10,Toby,https://pbs.twimg.com/media/Ce6qZC2WAAAcSoI.jpg,Staffordshire_bullterrier,
03/2016,715680795826982913,https://twitter.com/dog_rates/status/715680795826982913/photo/1,1813,4719,this is zeus. he's downright fabulous. 12/10 https://t.co/ssugyyrutp,12.0,10,Zeus,https://pbs.twimg.com/media/Ce6b4MPWwAA22Xm.jpg,golden_retriever,
03/2016,715342466308784130,https://twitter.com/dog_rates/status/715342466308784130/photo/1,768,3294,this is oscar. he's a world renowned snowball inspector. it's a ruff job but someone has to do it. 10/10 great guy https://t.co/vsufmakm3c,10.0,10,Oscar,https://pbs.twimg.com/media/Ce1oLNqWAAE34w7.jpg,West_Highland_white_terrier,
03/2016,715220193576927233,https://twitter.com/dog_rates/status/715220193576927233/photo/1,736,2630,this is nico. his selfie game is strong af. excellent use of a sneaky tongue slip. 10/10 star material https://t.co/1obdjkmofx,10.0,10,Nico,https://pbs.twimg.com/media/Cez49UqWsAIRQXc.jpg,Chihuahua,
03/2016,715200624753819648,https://twitter.com/dog_rates/status/715200624753819648/photo/1,2110,5578,this is michelangelope. he's half coffee cup. rare af. 12/10 would hug until someone stopped me https://t.co/tvvdy0g911,12.0,10,Michelangelope,https://pbs.twimg.com/media/CeznK6IWEAEFUPq.jpg,Chihuahua,
03/2016,715009755312439296,https://twitter.com/dog_rates/status/715009755312439296/photo/1,1392,4550,this is siba. she's remarkably mobile. very sleepy as well. 12/10 would happily transport https://t.co/tjni33re1i,12.0,10,Siba,https://pbs.twimg.com/media/Cew5kyOWsAA8Y_o.jpg,Chihuahua,
03/2016,714982300363173890,https://twitter.com/dog_rates/status/714982300363173890/photo/1,1166,4094,this is calbert. he forgot to clear his google search history. 9/10 rookie mistake calbert https://t.co/jrm5j3ycmj,9.0,10,Calbert,https://pbs.twimg.com/media/CewgnHAXEAAdbld.jpg,Brittany_spaniel,
03/2016,714957620017307648,https://twitter.com/dog_rates/status/714957620017307648/photo/1,1595,4503,this is curtis. he's an albino haberdasher. terrified of dandelions. they really spook him up. 10/10 it'll be ok pup https://t.co/s8ycfzrwhk,10.0,10,Curtis,https://pbs.twimg.com/media/CewKKiOWwAIe3pR.jpg,Great_Pyrenees,
03/2016,714606013974974464,https://twitter.com/dog_rates/status/714606013974974464/photo/1,1038,3938,here are two lil cuddly puppers. both 12/10 would snug like so much https://t.co/zo4eb7c4tg,12.0,10,,https://pbs.twimg.com/media/CerKYG8WAAM1aE-.jpg,Norfolk_terrier,pupper
03/2016,714258258790387713,https://twitter.com/dog_rates/status/714258258790387713/photo/1,808,3281,"meet travis and flurp. travis is pretty chill but flurp can't lie down properly. 10/10 &amp; 8/10
get it together flurp https://t.co/akzl5ynmme",10.0,10,Travis,https://pbs.twimg.com/media/CemOGNjWQAEoN7R.jpg,collie,
03/2016,714251586676113411,https://twitter.com/dog_rates/status/714251586676113411/photo/1,940,3570,this is thumas. he hates potted plants. 8/10 wtf thumas https://t.co/rdvuenicei,8.0,10,Thumas,https://pbs.twimg.com/media/CemIBt4WwAQqhVV.jpg,soft-coated_wheaten_terrier,
03/2016,714214115368108032,https://twitter.com/dog_rates/status/714214115368108032/photo/1,990,2480,happy easter from the squad! 🐇🐶 13/10 for all https://t.co/ymx4kwjuab,13.0,10,,https://pbs.twimg.com/media/Cell8ikWIAACCJ-.jpg,pug,
03/2016,714141408463036416,https://twitter.com/dog_rates/status/714141408463036416/photo/1,1569,4673,"i know we only rate dogs, but since it's easter i guess we could rate a bunny for a change. 10/10 petable as hell https://t.co/o2rlkxighu",10.0,10,,https://pbs.twimg.com/media/Cekj0qwXEAAHcS6.jpg,Labrador_retriever,
03/2016,713919462244790272,https://twitter.com/dog_rates/status/713919462244790272/photo/1,869,3564,this is kanu. he's a freckled ticonderoga. simply flawless. 12/10 would perform an elaborate heist to capture https://t.co/7vyaziurre,12.0,10,Kanu,https://pbs.twimg.com/media/CehZ9mLWsAAsn28.jpg,Siberian_husky,
03/2016,713900603437621249,https://twitter.com/dog_rates/status/713900603437621249/photo/1,829,3062,happy saturday here's 9 puppers on a bench. 99/90 good work everybody https://t.co/mpvavxkmc1,11.0,10,,https://pbs.twimg.com/media/CehIzzZWQAEyHH5.jpg,golden_retriever,pupper
03/2016,713761197720473600,https://twitter.com/dog_rates/status/713761197720473600/photo/1,1541,5308,this is piper. she would really like that tennis ball core. super sneaky tongue slip. 12/10 precious af https://t.co/qp6ghi5az9,12.0,10,Piper,https://pbs.twimg.com/media/CefKBOuWIAAIlKD.jpg,Brittany_spaniel,
03/2016,713411074226274305,https://twitter.com/dog_rates/status/713411074226274305/photo/1,1440,4802,here we see an extremely rare bearded floofmallow. only a few left in the wild. 11/10 would pet with a purpose https://t.co/jvjjklpbvq,11.0,10,,https://pbs.twimg.com/media/CeaLlAPUMAIcC7U.jpg,Great_Pyrenees,floofer
03/2016,713177543487135744,https://twitter.com/dog_rates/status/713177543487135744/photo/1,3183,7854,this is lance. lance doesn't give a shit. 10/10 we should all be more like lance https://t.co/sqng9ap28j,10.0,10,Lance,https://pbs.twimg.com/media/CeW3MWMWQAEOMbq.jpg,whippet,
03/2016,713175907180089344,https://twitter.com/dog_rates/status/713175907180089344/photo/1,1630,4851,say hello to opie and clarkus. clarkus fell asleep so opie buried him. ruthless af 10/10 for both https://t.co/xt7xay4gnw,10.0,10,Opie,https://pbs.twimg.com/media/CeW1tERWAAAA9Q2.jpg,malamute,
03/2016,712809025985978368,https://twitter.com/dog_rates/status/712809025985978368/photo/1,7602,20378,this is stubert. he just arrived. 10/10 https://t.co/hvgs5aakan,10.0,10,Stubert,https://pbs.twimg.com/media/CeRoBaxWEAABi0X.jpg,Labrador_retriever,
03/2016,712717840512598017,https://twitter.com/dog_rates/status/712717840512598017/photo/1,5616,13474,please don't send in any more polar bears. we only rate dogs. thank you... 10/10 https://t.co/83rghdiqz2,10.0,10,,https://pbs.twimg.com/media/CeQVF1eVIAAJaTv.jpg,Great_Pyrenees,
03/2016,712668654853337088,https://twitter.com/dog_rates/status/712668654853337088/photo/1,1367,4531,say hello to sunny and roxy. they pull things out of water together. 10/10 for both https://t.co/88aedamxcl,10.0,10,Sunny,https://pbs.twimg.com/media/CePoVTyWsAQEz1g.jpg,Labrador_retriever,
03/2016,712438159032893441,https://twitter.com/dog_rates/status/712438159032893441/photo/1,1756,5799,this is kane. he's a semi-submerged haitian huffleplop. happy af. sick waterfall. 11/10 would pat head approvingly https://t.co/7zjec501ul,11.0,10,Kane,https://pbs.twimg.com/media/CeMWubMWwAA6GwF.jpg,Great_Pyrenees,
03/2016,712097430750289920,https://twitter.com/dog_rates/status/712097430750289920/photo/1,1172,4144,i can't even comprehend how confused this dog must be right now. 10/10 https://t.co/8agcq4hifk,10.0,10,,https://pbs.twimg.com/media/CeHg1klW8AE4YOB.jpg,Labrador_retriever,
03/2016,712085617388212225,https://twitter.com/dog_rates/status/712085617388212225/photo/1,556,3531,"say hello to olive and ruby. they are best buddies. both 11/10 
1 like = 1 buddy https://t.co/yagmfdklyl",11.0,10,Olive,https://pbs.twimg.com/media/CeHWFksXIAAyypp.jpg,Shih-Tzu,
03/2016,711743778164514816,https://twitter.com/dog_rates/status/711743778164514816/photo/1,1101,3095,meet roosevelt. he's calculating the best case scenario if he drops out instead of doing math hw. 11/10 relatable af https://t.co/qcsirdpfvg,11.0,10,Roosevelt,https://pbs.twimg.com/media/CeCfMPDW0AAAEUj.jpg,Lakeland_terrier,
03/2016,711732680602345472,https://twitter.com/dog_rates/status/711732680602345472/photo/1,4653,9756,i want to hear the joke this dog was just told. 10/10 https://t.co/1kiuzqqod4,10.0,10,,https://pbs.twimg.com/media/CeCVGEbUYAASeY4.jpg,Ibizan_hound,
03/2016,711363825979756544,https://twitter.com/dog_rates/status/711363825979756544/photo/1,1287,3996,"""please, no puparazzi"" 11/10 https://t.co/njixspfedk",11.0,10,,https://pbs.twimg.com/media/Cd9Fn5QUMAAYMT4.jpg,Pembroke,
03/2016,711306686208872448,https://twitter.com/dog_rates/status/711306686208872448/photo/1,819,3596,what hooligan sent in pictures w/out a dog in them? churlish af. 3/10 just bc that's a neat fluffy bean bag chair https://t.co/wcwogokzvz,3.0,10,,https://pbs.twimg.com/media/Cd8Rpl0W0AAN1kU.jpg,Dandie_Dinmont,
03/2016,711008018775851008,https://twitter.com/dog_rates/status/711008018775851008/photo/1,710,3275,this is chuckles. he had a balloon but he accidentally let go of it and it floated away. 11/10 hang in there pupper https://t.co/68inm7b5gw,11.0,10,Chuckles,https://pbs.twimg.com/media/Cd4CBQFW8AAY3ND.jpg,French_bulldog,pupper
03/2016,710997087345876993,https://twitter.com/dog_rates/status/710997087345876993/photo/1,1561,4960,meet milo and amos. they are the best of pals. both 12/10 would pet at the same time https://t.co/mv37bheyyd,12.0,10,Milo,https://pbs.twimg.com/media/Cd34FClUMAAnvGP.jpg,malamute,
03/2016,710844581445812225,https://twitter.com/dog_rates/status/710844581445812225/photo/1,779,2775,this is staniel. his selfie game is strong af. 10/10 i'd snapchat with staniel https://t.co/ugktw7tkym,10.0,10,Staniel,https://pbs.twimg.com/media/Cd1tYGmXIAAoW5b.jpg,Pembroke,
03/2016,710833117892898816,https://twitter.com/dog_rates/status/710833117892898816/photo/1,606,2937,say hello to sora. she's an egyptian pumpernickel. mesmerizing af. 12/10 would bring home to mom https://t.co/pmtr4kxzkq,12.0,10,Sora,https://pbs.twimg.com/media/Cd1i8qvUkAE-Jlr.jpg,Pembroke,
03/2016,710658690886586372,https://twitter.com/dog_rates/status/710658690886586372/photo/1,636,2529,here's a brigade of puppers. all look very prepared for whatever happens next. 80/80 https://t.co/0eb7r1om12,10.0,10,,https://pbs.twimg.com/media/CdzETn4W4AAVU5N.jpg,soft-coated_wheaten_terrier,pupper
03/2016,710588934686908417,https://twitter.com/dog_rates/status/710588934686908417/photo/1,2107,4968,this is beemo. he's a chubberflop mix. 12/10 would cross the world for https://t.co/kzmvmu8hbv,12.0,10,Beemo,https://pbs.twimg.com/media/CdyE2x1W8AAe0TG.jpg,Pembroke,
03/2016,710283270106132480,https://twitter.com/dog_rates/status/710283270106132480/photo/1,580,2308,this is gunner. he's a figamus newton. king of the peek-a-boo. cool jeans. 11/10 https://t.co/onubiliyxz,11.0,10,Gunner,https://pbs.twimg.com/media/Cdtu3WRUkAAsRVx.jpg,Shih-Tzu,
03/2016,710272297844797440,https://twitter.com/dog_rates/status/710272297844797440/photo/1,1425,4945,we 👏🏻 only 👏🏻 rate 👏🏻 dogs. pls stop sending in non-canines like this dutch panda worm. this is infuriating. 11/10 https://t.co/odflzbong2,11.0,10,infuriating,https://pbs.twimg.com/media/Cdtk414WoAIUG0v.jpg,Old_English_sheepdog,
03/2016,710269109699739648,https://twitter.com/dog_rates/status/710269109699739648/photo/1,1257,2613,"the squad is back for st. patrick's day! ☘ 💚
13/10 for all https://t.co/occdb2bng5",13.0,10,,https://pbs.twimg.com/media/Cdth_KyWEAEXH3u.jpg,pug,
03/2016,710153181850935296,https://twitter.com/dog_rates/status/710153181850935296/photo/1,1006,3153,this is lacy. she's tipping her hat to you. daydreams of her life back on the frontier. 11/10 would pet so well https://t.co/fg5pk3et1i,11.0,10,Lacy,https://pbs.twimg.com/media/Cdr4jO2UAAAIo6W.jpg,cocker_spaniel,
03/2016,710140971284037632,https://twitter.com/dog_rates/status/710140971284037632/photo/1,1008,3017,this is tater. his underbite is fierce af. doesn't give a damn about your engagement photo. 8/10 https://t.co/nlupy3py12,8.0,10,Tater,https://pbs.twimg.com/media/Cdrtcr-W4AAqi5H.jpg,Pekinese,
03/2016,710117014656950272,https://twitter.com/dog_rates/status/710117014656950272/photo/1,2233,5999,this pupper got her hair chalked for her birthday. hasn't told her parents yet. rebellious af. 11/10 very nifty https://t.co/h1ox2mltxv,11.0,10,,https://pbs.twimg.com/media/CdrXp9dWoAAcRfn.jpg,toy_poodle,pupper
03/2016,709918798883774466,https://twitter.com/dog_rates/status/709918798883774466/photo/1,1215,3250,meet watson. he's a suzuki tickleboop. leader of a notorious biker gang. only one ear functional. 12/10 snuggable af https://t.co/r1glc5vdqg,12.0,10,Watson,https://pbs.twimg.com/media/CdojYQmW8AApv4h.jpg,Pembroke,
03/2016,709852847387627521,https://twitter.com/dog_rates/status/709852847387627521/photo/1,1336,3824,*lets out a tiny whimper and then collapses* ...12/10 https://t.co/bndvzehrow,12.0,10,,https://pbs.twimg.com/media/CdnnZhhWAAEAoUc.jpg,Chihuahua,
03/2016,709566166965075968,https://twitter.com/dog_rates/status/709566166965075968/photo/1,1367,3865,this is olaf. he's gotta be rare. seems sturdy. tail is floofy af. 12/10 would do whatever it takes to pet https://t.co/e9jau59bh9,12.0,10,Olaf,https://pbs.twimg.com/media/Cdjiqi6XIAIUOg-.jpg,chow,floofer
03/2016,709556954897764353,https://twitter.com/dog_rates/status/709556954897764353/photo/1,1204,3593,this is cecil. she's a gigglefloof poofer. outdoorsy af. one with nature. 12/10 would strategically capture https://t.co/ijjb0duoic,12.0,10,Cecil,https://pbs.twimg.com/media/CdjaSFCWAAAJZh3.jpg,golden_retriever,floofer
03/2016,709519240576036864,https://twitter.com/dog_rates/status/709519240576036864/photo/1,277,1620,this is vince. he's a gregorian flapjeck. white spot on legs almost looks like another dog (whoa). 9/10 rad as hell https://t.co/aczgav2dk4,9.0,10,Vince,https://pbs.twimg.com/media/Cdi3-f7W8AUOm9T.jpg,cocker_spaniel,
03/2016,709449600415961088,https://twitter.com/dog_rates/status/709449600415961088/photo/1,665,2420,meet karma. she's just a head. lost body during the second punic war (unfortunate). loves to travel 10/10 petable af https://t.co/c6af6nyepo,10.0,10,Karma,https://pbs.twimg.com/media/Cdh4pgAW0AEKJ_a.jpg,Maltese_dog,
03/2016,709409458133323776,https://twitter.com/dog_rates/status/709409458133323776/photo/1,788,2855,this is billy. he sensed a squirrel. 8/10 damn it billy https://t.co/yu0k98vz9a,8.0,10,Billy,https://pbs.twimg.com/media/CdhUIMSUIAA4wYK.jpg,Shetland_sheepdog,
03/2016,709225125749587968,https://twitter.com/dog_rates/status/709225125749587968/photo/1,647,2615,this is walker. he's a butternut khalifa. appears fuzzy af. 11/10 would hug for a ridiculous amount of time https://t.co/k6fewhsaln,11.0,10,Walker,https://pbs.twimg.com/media/Cdese-zWEAArIqE.jpg,Labrador_retriever,
03/2016,709207347839836162,https://twitter.com/dog_rates/status/709207347839836162/photo/1,6567,13755,this is penny. she's trying on her prom dress. stunning af 11/10 https://t.co/qczdzgcapg,11.0,10,Penny,https://pbs.twimg.com/media/CdecUSzUIAAHCvg.jpg,Chihuahua,
03/2016,709198395643068416,https://twitter.com/dog_rates/status/709198395643068416/photo/1,721,2634,"from left to right:
cletus, jerome, alejandro, burp, &amp; titson
none know where camera is. 45/50 would hug all at once https://t.co/sedre1ivtk",9.0,10,,https://pbs.twimg.com/media/CdeUKpcWoAAJAWJ.jpg,borzoi,
03/2016,709158332880297985,https://twitter.com/dog_rates/status/709158332880297985/photo/1,470,2236,meet rodney. he's a ukranian boomchicka. outside but would like to be inside. only has one ear (unfortunate) 10/10 https://t.co/fjaj3ggxrr,10.0,10,Rodney,https://pbs.twimg.com/media/CddvvSwWoAUObQw.jpg,Siberian_husky,
03/2016,709042156699303936,https://twitter.com/dog_rates/status/709042156699303936/photo/1,1864,5197,this is klevin. he's addicted to sandwiches (yes a hotdog is a sandwich fight me) it's tearing his family apart 9/10 https://t.co/7bkkvnu5pd,9.0,10,Klevin,https://pbs.twimg.com/media/CdcGBB3WwAAGBuU.jpg,Rottweiler,
03/2016,708845821941387268,https://twitter.com/dog_rates/status/708845821941387268/photo/1,1015,3226,here's a pupper with magic eyes. not wearing a seat belt tho (irresponsible af). very distracting to driver. 9/10 https://t.co/5dljb4ssvi,9.0,10,,https://pbs.twimg.com/media/CdZTgynWwAATZcx.jpg,schipperke,pupper
03/2016,708834316713893888,https://twitter.com/dog_rates/status/708834316713893888/photo/1,571,1860,meet malikai. he was rolling around having fun when he remembered the inevitable heat death of the universe. 10/10 https://t.co/vd2fqhiign,10.0,10,Malikai,https://pbs.twimg.com/media/CdZI_bpWEAAm1fs.jpg,Eskimo_dog,
03/2016,708810915978854401,https://twitter.com/dog_rates/status/708810915978854401/photo/1,7848,18036,this is mister. he's a wonderful father to his two pups. heartwarming af. 10/10 for all https://t.co/2kcujxl2r4,10.0,10,Mister,https://pbs.twimg.com/media/CdYzwuYUIAAHPkB.jpg,golden_retriever,
03/2016,708738143638450176,https://twitter.com/dog_rates/status/708738143638450176/photo/1,917,2997,this is coco. she gets to stay on the bachelor for another week. super pumped 11/10 https://t.co/wscb6lfnxd,11.0,10,Coco,https://pbs.twimg.com/media/CdXxlFPWwAABaOv.jpg,Pomeranian,
03/2016,708711088997666817,https://twitter.com/dog_rates/status/708711088997666817/photo/1,834,2790,this is smokey. he really likes tennis balls. 11/10 https://t.co/ah7wlytubq,11.0,10,Smokey,https://pbs.twimg.com/media/CdXY-GHWoAALing.jpg,German_short-haired_pointer,
03/2016,708479650088034305,https://twitter.com/dog_rates/status/708479650088034305/photo/1,765,2768,meet bear. he's a beneboop cumberclap. extremely unamused. 13/10 i'm in love with this picture https://t.co/uc8kuqaz0w,13.0,10,Bear,https://pbs.twimg.com/media/CdUGcLMWAAI42q0.jpg,Shih-Tzu,
03/2016,708469915515297792,https://twitter.com/dog_rates/status/708469915515297792/photo/1,926,3357,this is bobble. he's a croatian galifianakis. hears everything within 400 miles. 11/10 would snug diligently https://t.co/vwdc6ptdzk,11.0,10,Bobble,https://pbs.twimg.com/media/CdT9n7mW0AQcpZU.jpg,Chihuahua,
03/2016,708356463048204288,https://twitter.com/dog_rates/status/708356463048204288/photo/1,1520,3929,this is oliver. that is his castle. he protects it with his life. he's also squishy af. 10/10 would squish softly https://t.co/osuegw0bhx,10.0,10,Oliver,https://pbs.twimg.com/media/CdSWcc1XIAAXc6H.jpg,pug,
03/2016,708349470027751425,https://twitter.com/dog_rates/status/708349470027751425/photo/1,831,2568,this is river. he's changing the trumpet game. innovative af. 11/10 such a good boy https://t.co/tk7a0axqfd,11.0,10,River,https://pbs.twimg.com/media/CdSQFWOWAAApgfq.jpg,basenji,
03/2016,708149363256774660,https://twitter.com/dog_rates/status/708149363256774660/photo/1,1727,4672,this is jebberson. he's the reigning hide and seek world champion. 10/10 hasn't lost his touch https://t.co/vefkvwcohf,10.0,10,Jebberson,https://pbs.twimg.com/media/CdPaEkHW8AA-Wom.jpg,Cardigan,
03/2016,708130923141795840,https://twitter.com/dog_rates/status/708130923141795840/photo/1,943,3707,please stop sending in non canines like this guatemalan twiggle bunny. we only rate dogs. only send in dogs... 11/10 https://t.co/xkhobeguvt,11.0,10,,https://pbs.twimg.com/media/CdPJUWIWIAAIchl.jpg,French_bulldog,
03/2016,708119489313951744,https://twitter.com/dog_rates/status/708119489313951744/photo/1,1102,2937,this is cooper. he basks in the glory of rebellion. 9/10 probably a preteen https://t.co/kdamufeipm,9.0,10,Cooper,https://pbs.twimg.com/media/CdO-6x5W8AENSBJ.jpg,Norwich_terrier,
03/2016,708109389455101952,https://twitter.com/dog_rates/status/708109389455101952/photo/1,610,2124,this is remington. he was caught off guard by the magical floating cheese. spooked af. 10/10 deep breaths pup https://t.co/mhpsadijmz,10.0,10,Remington,https://pbs.twimg.com/media/CdO1u9vWAAApj2V.jpg,Staffordshire_bullterrier,
03/2016,708026248782585858,https://twitter.com/dog_rates/status/708026248782585858/video/1,2166,4799,everybody stop what you're doing and watch this video. frank is stuck in a loop. 13/10 (vid by @klbmatty) https://t.co/5ajs8tiv1u,13.0,10,,https://pbs.twimg.com/ext_tw_video_thumb/708026062568087553/pu/img/rNhylAwIfb6YthGu.jpg,malinois,
03/2016,707969809498152960,https://twitter.com/dog_rates/status/707969809498152960/photo/1,1097,2941,meet rufus. he's a honeysuckle firefox. curly af. badass tie. about to go on his first date ever 11/10 good luck pup https://t.co/dgotwnfism,11.0,10,Rufus,https://pbs.twimg.com/media/CdM2xRpXEAUsR4k.jpg,toy_poodle,
03/2016,707776935007539200,https://twitter.com/dog_rates/status/707776935007539200/photo/1,1079,3593,this is sadie. she's a bohemian rhapsody. remarkably portable. could sneak on roller coasters with (probably). 11/10 https://t.co/db8fyeds8b,11.0,10,Sadie,https://pbs.twimg.com/media/CdKHWimWoAABs08.jpg,miniature_pinscher,
03/2016,707741517457260545,https://twitter.com/dog_rates/status/707741517457260545/photo/1,696,2718,when your roommate eats your leftover chili's but you pretend it's no big deal cuz you fat anyway. 10/10 head up pup https://t.co/0nmgoue8ir,10.0,10,,https://pbs.twimg.com/media/CdJnJ1dUEAARNcf.jpg,whippet,
03/2016,707610948723478529,https://twitter.com/dog_rates/status/707610948723478529/photo/1,7236,18557,this is harper. she scraped her elbow attempting a backflip off a tree. valiant effort tho. 12/10 https://t.co/ohkjhghrp5,12.0,10,Harper,https://pbs.twimg.com/media/CdHwZd0VIAA4792.jpg,golden_retriever,
03/2016,707420581654872064,https://twitter.com/dog_rates/status/707420581654872064/photo/1,789,2499,this is keurig. he's a rare dog. laughs like an idiot tho. head is basically a weapon. poorly maintained goatee 4/10 https://t.co/xoruyj7k30,4.0,10,Keurig,https://pbs.twimg.com/media/CdFDQVgWIAArslx.jpg,kuvasz,
03/2016,707411934438625280,https://twitter.com/dog_rates/status/707411934438625280/photo/1,673,2486,"""i shall trip the big pupper with leash. big pupper will never see it coming. i am a genius."" both 11/10 https://t.co/uqscj8pf51",11.0,10,,https://pbs.twimg.com/media/CdE7ZktXIAEiWLj.jpg,Lakeland_terrier,pupper
